naslov,izvajalec,url,kljuc,bpm,capo,leto,zanr,uporabljeni_akordi,zaporedje_akordov,stevilo_razlicnih_akordov,dolzina_zaporedja
Every Breath You Take,The Police,https://guitartuna.com/chords/every-breath-you-take-the-police-easy-guitar-chords-60b75a4a93ebaa8b4a2a1c26,A major,117,0,1983,Rock,"['A', 'F#m', 'D', 'E', 'B', 'F', 'G']","['A', 'A', 'F#m', 'F#m', 'D', 'E', 'A', 'A', 'A', 'F#m', 'D', 'E', 'F#m', 'A', 'F#m', 'D', 'E', 'A', 'D', 'A', 'B', 'E', 'A', 'F#m', 'D', 'E', 'F#m', 'F#m', 'F', 'G', 'F', 'G', 'F', 'A', 'A', 'F#m', 'F#m', 'D', 'E', 'F#m', 'F#m', 'A', 'A', 'F#m', 'F#m', 'D', 'E', 'A', 'A', 'D', 'D', 'A', 'B', 'E', 'A', 'F#m', 'D', 'E', 'F#m', 'D', 'E', 'F#m', 'F#m', 'F#m', 'F#m', 'A', 'F#m', 'D', 'A', 'F#m', 'D', 'A', 'F#m', 'D', 'A', 'F#m', 'D', 'A', 'F#m', 'D', 'A', 'F#m', 'D', 'A', 'F#m', 'D', 'A', 'F#m', 'D']",7,89
Highway To Hell,AC/DC,https://guitartuna.com/chords/highway-to-hell-acdc-easy-guitar-chords-61b1f3c265bc75b9cc0cc095,D major,116,0,1979,Rock,"['A', 'D', 'G', 'E']","['A', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'A', 'A', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'A', 'A', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'A', 'A', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'A', 'A', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'A', 'A', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'E', 'A', 'D', 'G', 'D', 'A', 'D', 'G', 'D', 'A', 'D', 'G', 'D', 'A', 'D', 'A', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'A', 'A', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'A', 'A', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'A', 'A', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'E', 'A', 'D', 'G', 'D', 'A', 'D', 'G', 'D', 'A', 'D', 'G', 'D', 'A', 'D', 'D', 'G', 'D', 'D', 'G', 'D', 'G', 'D', 'A', 'D', 'G', 'D', 'A', 'D', 'G', 'D', 'A', 'D', 'G', 'D', 'A', 'D', 'G', 'D', 'A', 'D', 'G', 'D', 'A', 'D', 'G', 'D', 'A', 'D', 'G', 'D', 'A', 'D', 'G', 'D', 'A', 'D', 'G', 'D', 'A', 'D', 'G', 'D', 'A', 'D', 'G', 'D', 'A', 'D', 'A', 'A']",4,174
Wanted Dead Or Alive,Bon Jovi,https://guitartuna.com/chords/wanted-dead-or-alive-bon-jovi-easy-guitar-chords-61191b711b3c491c6874cef6,D minor,74,0,1986,Rock,"['Dm', 'G', 'F', 'D', 'C']","['Dm', 'Dm', 'Dm', 'G', 'Dm', 'Dm', 'Dm', 'G', 'Dm', 'Dm', 'Dm', 'Dm', 'F', 'Dm', 'D', 'C', 'G', 'C', 'G', 'F', 'D', 'C', 'G', 'C', 'G', 'F', 'D', 'C', 'G', 'F', 'D', 'C', 'G', 'F', 'D', 'C', 'G', 'F', 'D', 'Dm', 'Dm', 'G', 'Dm', 'Dm', 'Dm', 'G', 'Dm', 'D', 'C', 'G', 'C', 'G', 'F', 'D', 'C', 'G', 'C', 'G', 'F', 'D', 'C', 'G', 'F', 'D', 'C', 'G', 'F', 'D', 'C', 'G', 'F', 'D', 'Dm', 'Dm', 'G', 'Dm', 'Dm', 'Dm', 'G', 'Dm', 'D', 'C', 'G', 'C', 'G', 'F', 'D', 'D', 'C', 'G', 'C', 'G', 'F', 'D', 'C', 'G', 'F', 'D', 'C', 'G', 'F', 'D', 'D', 'C', 'G', 'C', 'G', 'F', 'D', 'C', 'G', 'C', 'G', 'F', 'D', 'C', 'G', 'F', 'D', 'C', 'G', 'F', 'D', 'C', 'G', 'F', 'D', 'C', 'G', 'F', 'D', 'C', 'G', 'F', 'D', 'C', 'G', 'F', 'D', 'G', 'D', 'G', 'D', 'Dm', 'Dm', 'G', 'Dm', 'Dm', 'Dm', 'G', 'D']",5,151
Someone Like You,Adele,https://guitartuna.com/chords/someone-like-you-adele-easy-guitar-chords-611f7f71cd3a04639ab521ac,A major,68,2,2011,Pop,"['A', 'C#m', 'F#m', 'D', 'C#', 'E', 'Bm']","['A', 'C#m', 'F#m', 'D', 'A', 'C#m', 'F#m', 'D', 'A', 'C#m', 'F#m', 'D', 'A', 'C#', 'F#m', 'D', 'E', 'F#m', 'D', 'E', 'F#m', 'D', 'E', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'C#m', 'F#m', 'D', 'A', 'C#m', 'F#m', 'D', 'E', 'F#m', 'D', 'E', 'F#m', 'D', 'E', 'D', 'E', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'E', 'F#m', 'D', 'Bm', 'A', 'D', 'E', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'E', 'D', 'D', 'A']",7,124
Have You Ever Seen The Rain,Creedence Clearwater Revival,https://guitartuna.com/chords/have-you-ever-seen-the-rain-creedence-clearwater-revival-easy-guitar-chords-60dd66252ffc21def00ae38a,C major,117,0,1971,Rock,"['Am', 'F', 'C', 'G']","['Am', 'F', 'C', 'G', 'C', 'C', 'C', 'G', 'C', 'C', 'G', 'C', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'C', 'G', 'C', 'C', 'G', 'C', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'G', 'C']",4,53
I Wanna Be Yours,Arctic Monkeys,https://guitartuna.com/chords/i-wanna-be-yours-arctic-monkeys-easy-guitar-chords-60bcbfa6220195336e2446dd,C minor,67,3,2013,Rock,"['Cm', 'Fm', 'Gm', 'A#', 'G#']","['Cm', 'Fm', 'Gm', 'Cm', 'Fm', 'Gm', 'Cm', 'Fm', 'Gm', 'Cm', 'Fm', 'Gm', 'Cm', 'Fm', 'Gm', 'Cm', 'Fm', 'Gm', 'Fm', 'Gm', 'Cm', 'Fm', 'Gm', 'Cm', 'A#', 'G#', 'Cm', 'A#', 'G#', 'Gm', 'Cm', 'Fm', 'Gm', 'Cm', 'Fm', 'Gm', 'Cm', 'Fm', 'Gm', 'Cm', 'Fm', 'Gm', 'Fm', 'Gm', 'Cm', 'Fm', 'Gm', 'Cm', 'A#', 'G#', 'Cm', 'A#', 'G#', 'Cm', 'A#', 'G#', 'Cm', 'A#', 'G#', 'Cm', 'A#', 'G#', 'Cm', 'A#', 'G#', 'Cm', 'A#', 'G#', 'Cm', 'A#', 'G#', 'Gm']",5,72
Under The Bridge,Red Hot Chili Peppers,https://guitartuna.com/chords/under-the-bridge-red-hot-chili-peppers-easy-guitar-chords-60e17a64d7c7348d64c0dd04,D major,83,0,1991,Rock,"['D', 'F#', 'E', 'B', 'C#m', 'G#m', 'A', 'F#m', 'Am', 'G', 'F']","['D', 'F#', 'D', 'F#', 'D', 'F#', 'D', 'F#', 'E', 'B', 'C#m', 'G#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'G#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'E', 'E', 'B', 'C#m', 'G#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'G#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'E', 'F#m', 'E', 'B', 'F#m', 'E', 'B', 'F#m', 'E', 'B', 'F#m', 'E', 'B', 'F#m', 'E', 'B', 'C#m', 'G#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'G#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'G#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'E', 'F#m', 'E', 'B', 'F#m', 'E', 'B', 'F#m', 'E', 'B', 'F#m', 'E', 'B', 'F#m', 'A', 'Am', 'G', 'F', 'A', 'Am', 'G', 'F', 'A', 'Am', 'G', 'F', 'F', 'E', 'G', 'A', 'Am', 'G', 'F', 'A', 'Am', 'G', 'F', 'A', 'Am', 'G', 'F', 'A', 'Am', 'G', 'F', 'A', 'Am', 'G', 'F', 'A', 'Am', 'G', 'F', 'A', 'Am', 'G', 'F', 'A', 'Am', 'G', 'F', 'A', 'Am', 'G', 'F', 'A', 'Am', 'G', 'F', 'A', 'Am', 'G', 'F', 'A', 'Am', 'G', 'F', 'A']",11,167
Heather,Conan Gray,https://guitartuna.com/chords/heather-conan-gray-easy-guitar-chords-61248bda4f137cd8b36cd6ff,F major,69,5,2020,Pop,"['C', 'Em', 'Am', 'F', 'Fm']","['C', 'C', 'Em', 'Em', 'Am', 'Am', 'F', 'Fm', 'C', 'Em', 'Am', 'F', 'Fm', 'C', 'Em', 'Am', 'F', 'Fm', 'C', 'Em', 'Am', 'F', 'Fm', 'C', 'Em', 'Am', 'F', 'Fm', 'C', 'Em', 'Am', 'F', 'Fm', 'C', 'Em', 'Am', 'F', 'Fm', 'C', 'C', 'Em', 'Em', 'Am', 'Am', 'F', 'Fm', 'C', 'Em', 'Am', 'F', 'Fm', 'C', 'C']",5,53
Yesterday,The Beatles,https://guitartuna.com/chords/yesterday-the-beatles-easy-guitar-chords-6120e33c998e1150720e2fa6,F major,98,5,1965,Pop,"['F', 'Em', 'A', 'Dm', 'A#', 'C', 'G', 'Gm']","['F', 'F', 'F', 'Em', 'A', 'Dm', 'A#', 'C', 'F', 'Dm', 'G', 'A#', 'F', 'F', 'Em', 'A', 'Dm', 'A#', 'C', 'F', 'Dm', 'G', 'A#', 'F', 'Em', 'A', 'Dm', 'C', 'A#', 'Dm', 'Gm', 'C', 'F', 'Em', 'A', 'Dm', 'C', 'A#', 'Dm', 'Gm', 'C', 'F', 'F', 'Em', 'A', 'Dm', 'A#', 'C', 'F', 'Dm', 'G', 'A#', 'F', 'Em', 'A', 'Dm', 'C', 'A#', 'Dm', 'Gm', 'C', 'F', 'Em', 'A', 'Dm', 'C', 'A#', 'Dm', 'Gm', 'C', 'F', 'F', 'Em', 'A', 'Dm', 'A#', 'C', 'F', 'Dm', 'G', 'A#', 'F', 'F', 'G', 'A#', 'F']",8,86
Happy Birthday To You,Traditional,https://guitartuna.com/chords/happy-birthday-to-you-traditional-easy-guitar-chords-621fb82950cb7457161ff735,C major,100,0,1912,Folk,"['G', 'D', 'C']","['G', 'D', 'G', 'C', 'G', 'D', 'G', 'G', 'D', 'G', 'C', 'G', 'D', 'G']",3,14
Iris,Goo Goo Dolls,https://guitartuna.com/chords/iris-goo-goo-dolls-easy-guitar-chords-6120cc62e53273aa0a419ea8,B minor,77,2,2007,Alternative,"['Bm', 'G', 'D', 'Em', 'A', 'F#m']","['Bm', 'G', 'Bm', 'G', 'D', 'Em', 'G', 'Bm', 'A', 'G', 'D', 'Em', 'G', 'Bm', 'A', 'G', 'D', 'Em', 'G', 'Bm', 'A', 'G', 'D', 'Em', 'G', 'Bm', 'A', 'G', 'Bm', 'A', 'G', 'Bm', 'A', 'G', 'Bm', 'A', 'G', 'Bm', 'A', 'G', 'Bm', 'G', 'Bm', 'G', 'D', 'Em', 'G', 'Bm', 'A', 'G', 'D', 'Em', 'G', 'Bm', 'A', 'G', 'Bm', 'A', 'G', 'Bm', 'A', 'G', 'Bm', 'A', 'G', 'Bm', 'A', 'G', 'Bm', 'A', 'D', 'Bm', 'A', 'G', 'Bm', 'A', 'D', 'Bm', 'A', 'G', 'Bm', 'G', 'Bm', 'G', 'Bm', 'G', 'Bm', 'G', 'F#m', 'G', 'Bm', 'G', 'F#m', 'Bm', 'Bm', 'G', 'F#m', 'Bm', 'Bm', 'Bm', 'A', 'D', 'Bm', 'A', 'G', 'Bm', 'A', 'D', 'Bm', 'A', 'G', 'Bm', 'A', 'G', 'Bm', 'A', 'G', 'Bm', 'A', 'G', 'Bm', 'A', 'G', 'G', 'Bm', 'A', 'G', 'Bm', 'A', 'G', 'Bm', 'A', 'G', 'Bm', 'A', 'G', 'Bm', 'A', 'G', 'Bm', 'A', 'G', 'Bm', 'A', 'Bm', 'A', 'D', 'Bm', 'A', 'G', 'Bm', 'A', 'D', 'Bm', 'A', 'G']",6,156
Until I Found You,Stephen Sanchez,https://guitartuna.com/chords/until-i-found-you-stephen-sanchez-easy-guitar-chords-62617de419a59b8d63e2b08b,Bb major,104,1,2021,Pop,"['A#', 'Dm', 'D#', 'D#m', 'F']","['A#', 'Dm', 'D#', 'D#m', 'A#', 'Dm', 'D#', 'D#m', 'A#', 'Dm', 'D#', 'D#m', 'A#', 'Dm', 'D#', 'D#m', 'A#', 'F', 'D#', 'F', 'A#', 'Dm', 'D#', 'F', 'A#', 'D#', 'F', 'A#', 'Dm', 'D#', 'D#m', 'A#', 'Dm', 'D#', 'D#m', 'A#', 'Dm', 'D#', 'D#m', 'A#', 'Dm', 'D#', 'D#m', 'A#', 'F', 'D#', 'F', 'A#', 'Dm', 'D#', 'F', 'A#', 'D#', 'F', 'A#', 'Dm', 'D#', 'D#m', 'A#', 'Dm', 'D#', 'D#m', 'D#', 'F', 'A#', 'Dm', 'D#', 'F', 'A#', 'D#', 'F', 'A#', 'Dm', 'D#', 'D#m', 'A#']",5,76
Happier Than Ever,Billie Eilish,https://guitartuna.com/chords/happier-than-ever-billie-eilish-easy-guitar-chords-61c1edef2656a3cdf92d9685,C major,90,0,2021,Pop,"['G', 'C', 'E', 'Am', 'Dm', 'Fm', 'D', 'Em', 'F']","['G', 'C', 'E', 'Am', 'Dm', 'G', 'C', 'E', 'Am', 'Dm', 'G', 'C', 'C', 'E', 'Am', 'Fm', 'C', 'E', 'Am', 'Fm', 'E', 'Am', 'C', 'D', 'Dm', 'G', 'C', 'E', 'Am', 'Dm', 'G', 'C', 'C', 'C', 'Em', 'Am', 'F', 'Fm', 'C', 'Em', 'Am', 'F', 'Fm', 'C', 'Em', 'Am', 'F', 'Fm', 'C', 'E', 'Am', 'F', 'Fm', 'C', 'E', 'Am', 'F', 'C', 'E', 'Am', 'F', 'C', 'E', 'Am', 'F', 'C', 'E', 'Am', 'F', 'C', 'E', 'Am', 'F', 'C', 'E', 'Am', 'F', 'Fm', 'C', 'E', 'Am', 'F', 'C', 'E', 'Am', 'F', 'C', 'E', 'Am', 'F', 'C', 'E', 'Am', 'F', 'C', 'E', 'Am', 'F', 'Fm', 'C', 'E', 'Am', 'F', 'Fm', 'C']",9,105
Hey Jude,The Beatles,https://guitartuna.com/chords/hey-jude-the-beatles-easy-guitar-chords-61235ef324da85c3ca808c69,F major,76,3,1968,Pop,"['F', 'C', 'A#', 'Dm', 'Gm', 'D#']","['F', 'C', 'F', 'A#', 'F', 'C', 'F', 'F', 'C', 'F', 'A#', 'F', 'C', 'F', 'F', 'A#', 'Dm', 'Gm', 'F', 'C', 'F', 'F', 'A#', 'Dm', 'Gm', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'A#', 'F', 'C', 'F', 'F', 'A#', 'Dm', 'Gm', 'F', 'C', 'F', 'A#', 'Dm', 'Gm', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'A#', 'F', 'C', 'F', 'F', 'D#', 'A#', 'F', 'F', 'D#', 'A#', 'F']",6,67
505,Arctic Monkeys,https://guitartuna.com/chords/505-arctic-monkeys-easy-guitar-chords-6128cbe7c1e9edc5825081a2,C major,140,0,2007,Alternative,"['Dm', 'Em']","['Dm', 'Dm', 'Em', 'Em', 'Dm', 'Dm', 'Em', 'Em', 'Dm', 'Em', 'Dm', 'Em', 'Dm', 'Em', 'Dm', 'Dm', 'Em', 'Em', 'Dm', 'Em', 'Dm', 'Em', 'Dm', 'Em', 'Dm', 'Dm', 'Em', 'Em', 'Dm', 'Em', 'Dm', 'Em', 'Dm', 'Em', 'Dm', 'Em', 'Dm', 'Em', 'Dm', 'Em', 'Dm', 'Em', 'Dm', 'Dm', 'Em', 'Em', 'Dm', 'Dm', 'Em', 'Em', 'Dm', 'Dm', 'Em', 'Em', 'Dm', 'Dm', 'Em', 'Em', 'Dm', 'Dm', 'Em', 'Em', 'Dm', 'Em', 'Dm', 'Em', 'Dm', 'Em', 'Dm', 'Dm', 'Em', 'Em', 'Dm', 'Em', 'Dm', 'Em', 'Dm', 'Em', 'Dm', 'Dm', 'Em', 'Em', 'Dm', 'Dm', 'Em', 'Em', 'Dm', 'Dm', 'Em', 'Em', 'Dm', 'Dm', 'Em', 'Em', 'Dm', 'Dm', 'Em', 'Em', 'Dm', 'Dm', 'Em', 'Em', 'Dm', 'Dm', 'Em', 'Em']",2,106
Sweet Child O' Mine,Guns N' Roses,https://guitartuna.com/chords/sweet-child-o-mine-guns-n-roses-easy-guitar-chords-60cb7494fa8585faeffa93ab,D major,126,0,1987,Rock,"['D', 'C', 'G', 'A', 'D#', 'Em', 'B', 'Am']","['D', 'D', 'C', 'C', 'G', 'G', 'D', 'D', 'D', 'D', 'C', 'C', 'G', 'G', 'D', 'D', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'A', 'C', 'D', 'D', 'A', 'C', 'D', 'D', 'D', 'C', 'C', 'G', 'G', 'D', 'D', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'A', 'C', 'D', 'A', 'C', 'D', 'D', 'D', 'C', 'C', 'G', 'G', 'D', 'D', 'D', 'D', 'C', 'C', 'G', 'G', 'D', 'D', 'A', 'C', 'D', 'A', 'C', 'D', 'A', 'C', 'D', 'A', 'C', 'D', 'D#', 'Em', 'C', 'B', 'Am', 'Em', 'C', 'B', 'Am', 'Em', 'C', 'B', 'Am', 'Em', 'C', 'B', 'Am', 'Am', 'Em', 'G', 'Am', 'C', 'D', 'G', 'Em', 'G', 'Am', 'C', 'D', 'G', 'Em', 'G', 'Am', 'C', 'D', 'G', 'Em', 'G', 'Am', 'C', 'D', 'G', 'Em', 'G', 'Am', 'C', 'D', 'G', 'Em', 'G', 'Am', 'C', 'D', 'G', 'Em', 'G', 'Am', 'C', 'D', 'G', 'Em', 'G', 'Am', 'Em', 'G', 'Am', 'C', 'D', 'G', 'Em', 'G', 'Am', 'C', 'D', 'G', 'Em', 'G', 'Am', 'C', 'D', 'G', 'Em', 'G', 'Am', 'C', 'D', 'G', 'Em']",8,167
Viva La Vida,Coldplay,https://guitartuna.com/chords/viva-la-vida-coldplay-easy-guitar-chords-61c1ed05206c0946816df5db,Ab major,135,1,2008,Pop,"['C', 'D', 'G', 'Em', 'Bm']","['C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'Em', 'C', 'Em', 'C', 'Em', 'D', 'D', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'Bm', 'Em']",5,132
Take Me To Church,Hozier,https://guitartuna.com/chords/take-me-to-church-hozier-easy-guitar-chords-61238e6b19a2522c3423cbc4,E minor,65,7,2013,Rock,"['Em', 'Am', 'G', 'D', 'C', 'Cm', 'B']","['Em', 'Am', 'Em', 'Am', 'G', 'Am', 'Em', 'Am', 'Em', 'Am', 'Em', 'Am', 'G', 'Am', 'Em', 'Am', 'D', 'C', 'Em', 'Am', 'Em', 'Am', 'G', 'Am', 'Em', 'Am', 'D', 'C', 'C', 'G', 'C', 'G', 'Cm', 'G', 'Cm', 'G', 'Em', 'B', 'G', 'Am', 'Em', 'Em', 'B', 'G', 'Am', 'Em', 'Em', 'Am', 'Em', 'Am', 'G', 'Am', 'Em', 'Am', 'D', 'C', 'Em', 'Am', 'Em', 'Am', 'G', 'Am', 'Em', 'Am', 'D', 'C', 'C', 'Em', 'B', 'G', 'Am', 'Em', 'Em', 'B', 'G', 'Am', 'Em', 'C', 'G', 'B', 'Em', 'C', 'G', 'B', 'Em', 'C', 'G', 'B', 'Em', 'C', 'G', 'B', 'Em', 'D', 'C', 'G', 'C', 'G', 'Cm', 'G', 'Cm', 'G', 'Em', 'B', 'G', 'Am', 'Em', 'Em', 'B', 'G', 'Am', 'Em', 'Em']",7,113
Stand By Me,Ben E. King,https://guitartuna.com/chords/stand-by-me-ben-e-king-easy-guitar-chords-60fa8757d87f149fe408c47e,A major,118,2,1962,R&B,"['A', 'F#m', 'D', 'E']","['A', 'A', 'F#m', 'F#m', 'D', 'E', 'A', 'A', 'A', 'F#m', 'D', 'E', 'A', 'A', 'F#m', 'D', 'E', 'A', 'A', 'F#m', 'D', 'E', 'A', 'A', 'F#m', 'D', 'E', 'A', 'A', 'F#m', 'D', 'E', 'A', 'A', 'F#m', 'D', 'E', 'A', 'A', 'A', 'F#m', 'F#m', 'D', 'E', 'A', 'A', 'A', 'A', 'F#m', 'F#m', 'D', 'E', 'A', 'A', 'A', 'F#m', 'D', 'E', 'A', 'A', 'F#m', 'D', 'E', 'A']",4,64
Ocean Eyes,Billie Eilish,https://guitartuna.com/chords/ocean-eyes-billie-eilish-easy-guitar-chords-61249fa2e07ee315feb5b118,E minor,72,0,2017,Pop,"['C', 'D', 'Em', 'G']","['C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Em', 'G', 'C', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Em', 'G', 'C', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Em', 'G', 'C', 'G', 'C', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Em', 'G', 'C', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Em', 'G', 'C', 'G', 'C', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Em', 'G', 'C', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Em', 'G', 'C', 'G', 'C', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Em', 'G', 'C', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Em', 'G', 'C', 'G', 'C', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Em', 'G', 'C', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Em', 'G', 'C', 'G', 'C', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Em', 'G', 'C', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Em', 'G', 'C', 'G', 'C']",4,155
Seven Nation Army,The White Stripes,https://guitartuna.com/chords/seven-nation-army-the-white-stripes-easy-guitar-chords-61c3901e23d36d6e3989d6aa,E minor,122,0,2003,Rock,"['E', 'G', 'D', 'C', 'B', 'A']","['E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'B', 'G', 'A', 'E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'D', 'C', 'B', 'A', 'E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'D', 'C', 'B', 'A', 'G', 'A', 'E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'B', 'G', 'A', 'E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'D', 'C', 'B', 'A', 'E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'D', 'C', 'B', 'A', 'E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'D', 'C', 'B', 'A', 'E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'D', 'C', 'B', 'A', 'G', 'A', 'E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'B', 'G', 'A', 'E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'D', 'C', 'B', 'A', 'E', 'G', 'E', 'D', 'C', 'B', 'E', 'G', 'E', 'D', 'C', 'D', 'C', 'B', 'A', 'E']",6,347
